age,job,marital,education,default,balance,housing,loan,contact,day_of_week,month,duration,campaign,pdays,previous,poutcome,term_deposit_subscribed,client_id
33,management,single,tertiary,no,0,yes,no,cellular,13,may,585,1,-1,0,unknown,yes,520063d5-597c-414a-b707-4bd71b5e48ea
81,retired,married,primary,no,5220,no,no,telephone,13,nov,135,1,94,2,other,yes,1ffcab5c-7e34-44a8-9bff-7afcbe00f27a
33,unemployed,married,secondary,no,-144,no,no,cellular,30,jul,481,3,-1,0,unknown,yes,9ba5b424-7465-4a31-933a-3e8ccc8afb51
50,self-employed,married,secondary,no,2137,no,no,cellular,3,jul,64,1,-1,0,unknown,no,0dc4550c-319f-4179-8c8c-2d25dcb0a864
34,management,married,tertiary,no,703,yes,no,cellular,14,apr,342,1,-1,0,unknown,yes,ba4f574d-f542-47de-833f-dfe321255008
55,management,married,primary,no,3293,no,no,telephone,30,jul,64,2,-1,0,unknown,no,7c409291-0b79-487d-860c-95e2e47e8d13
30,student,single,tertiary,no,2766,no,no,cellular,21,nov,834,1,-1,0,unknown,yes,2846a76c-9c2d-40a7-a458-a3515ced202f
39,technician,single,secondary,no,-529,yes,no,cellular,15,may,22,8,175,5,failure,no,4b61553c-70c8-4f18-8919-28a101c92022
27,unknown,single,unknown,no,326,no,no,cellular,22,feb,326,1,-1,0,unknown,yes,28b0a9a2-0429-409b-8b90-fd0d66537b97
34,technician,married,secondary,no,159,yes,no,cellular,18,oct,252,1,-1,0,unknown,yes,68992d18-cf9b-44d9-b0e6-887394ae0f14
25,student,single,secondary,no,154,no,no,cellular,2,sep,382,1,183,3,success,yes,47a09d6c-5e85-427a-9fb8-fb67ead1bb23
26,student,single,tertiary,no,1134,no,no,cellular,21,apr,464,4,-1,0,unknown,yes,58c441ea-6e4c-4bee-8491-babe6bc7ba27
40,management,married,tertiary,no,5142,no,no,cellular,13,jan,147,2,224,1,failure,no,a3061815-e3d9-421b-9f4e-89db74816c22
38,management,married,tertiary,no,536,yes,no,cellular,22,jul,248,1,-1,0,unknown,yes,ab6fbd00-4fa2-4c5c-ba36-8a00171d808c
58,entrepreneur,married,secondary,no,670,yes,no,cellular,12,may,1272,1,-1,0,unknown,yes,5105143c-1140-423a-8363-ef56b9c8c68c
26,management,single,tertiary,no,114,yes,no,cellular,7,may,457,1,-1,0,unknown,yes,4fd2d3ee-fb8d-41ec-acd5-796a03b2d26f
38,admin.,divorced,secondary,no,19,yes,no,unknown,30,may,604,2,-1,0,unknown,yes,eb1f09fa-0d80-4ed8-89cb-378a8c7dd013
60,retired,married,secondary,no,523,no,no,cellular,13,aug,192,3,-1,0,unknown,yes,311a32f1-7042-4101-a48c-0e968a9ad149
35,blue-collar,married,secondary,no,262,no,no,cellular,15,sep,331,1,75,6,failure,yes,77e405b5-5735-40db-893d-930143fe5b61
39,admin.,married,tertiary,no,1022,yes,yes,cellular,28,jan,123,2,-1,0,unknown,no,8ec03cc9-ce6d-4921-86e5-24036e8cdcae
25,services,single,secondary,no,79,no,yes,cellular,21,jul,24,28,-1,0,unknown,no,03da3dba-c5c3-45b2-badc-2dcd51162435
54,services,married,secondary,no,-165,no,yes,unknown,3,jul,202,1,-1,0,unknown,no,9ce12e95-59ca-4297-9f8b-e60ad04f4ae1
31,management,single,tertiary,no,3283,no,no,cellular,2,feb,258,1,73,1,failure,yes,c879c3e4-b23b-4e49-bf66-c1b528782c81
41,blue-collar,divorced,primary,no,138,yes,no,cellular,18,jul,640,3,-1,0,unknown,yes,6f08298c-ee13-4cfb-9492-a63d08cf70c4
44,blue-collar,married,secondary,no,236,yes,no,unknown,12,may,596,1,-1,0,unknown,no,5f526e56-5e84-4fdb-917a-6c8ea3982360
25,services,single,secondary,no,-439,yes,no,unknown,12,may,293,1,-1,0,unknown,no,40cc95dd-0faa-4b8e-b613-e0c630e8af22
35,blue-collar,single,primary,no,-123,yes,no,unknown,13,may,1106,4,-1,0,unknown,no,2b085d18-8ef2-45a8-b49a-4eebd3138845
46,technician,divorced,secondary,no,-26,yes,yes,cellular,19,nov,201,1,113,2,other,no,b109843a-1fbf-403c-b4d0-cda66ed9c389
40,management,married,tertiary,no,9366,no,no,cellular,11,nov,69,3,-1,0,unknown,yes,185071b2-48f7-4aeb-b8f4-25a2f59d5946
33,management,married,tertiary,no,22867,yes,no,cellular,10,nov,266,2,92,3,failure,yes,2a75917b-2cfe-4d32-8af0-a7e04d0d759d
29,management,married,tertiary,no,4328,no,no,cellular,27,apr,121,8,-1,0,unknown,no,20c04075-40cc-4b7f-bc2f-3a40305a2a30
36,management,single,tertiary,no,72,yes,yes,cellular,21,nov,10,7,-1,0,unknown,no,749723f3-7194-4bd0-8adc-990c688bd056
27,services,single,secondary,no,302,no,no,cellular,8,jan,151,1,189,1,success,no,025c541a-9997-477a-999b-b6a0eec9f3e0
29,student,single,secondary,no,67,no,no,cellular,23,feb,211,1,187,5,success,yes,682deadf-d404-41e7-9d97-f4fb53ed4cd8
40,management,married,tertiary,no,12212,no,no,cellular,19,nov,100,3,-1,0,unknown,no,25356e35-a3d5-43b4-9d07-edbcdf93de4d
26,management,single,tertiary,no,1,no,no,unknown,21,sep,6,1,-1,0,unknown,no,6661f909-99de-4312-96a9-68874925a64e
46,management,single,tertiary,no,0,no,no,cellular,22,aug,686,2,-1,0,unknown,yes,73769dce-39a7-46ce-806d-cc995166a550
46,management,divorced,tertiary,no,1329,no,no,cellular,3,jul,247,2,-1,0,unknown,yes,c008cb7f-bd9b-4d8e-9031-9e7c2997be69
25,services,single,secondary,no,801,no,no,cellular,5,jun,255,2,-1,0,unknown,yes,ef6686a9-0b89-4262-95bc-212badd6bb5d
38,technician,married,secondary,no,750,yes,no,unknown,27,may,265,2,-1,0,unknown,no,e24c33bd-9b94-4ee7-8150-54112617df32
33,student,married,secondary,no,1536,no,no,cellular,9,nov,262,1,94,2,success,yes,c65ea164-65b7-42ae-84af-f7d361b84a30
47,management,married,tertiary,no,288,no,no,cellular,1,oct,101,1,-1,0,unknown,yes,e34b256a-6c9e-4279-87b0-690e60df7bf7
30,entrepreneur,married,secondary,no,2926,yes,no,unknown,28,may,238,8,-1,0,unknown,no,33cabdbc-f123-487c-b0d2-05ba8f4ba936
58,retired,divorced,tertiary,no,3237,no,no,telephone,31,oct,615,1,-1,0,unknown,yes,895f5387-bf07-409c-a815-8e765e7c97f9
36,services,married,secondary,no,4721,no,no,cellular,9,jun,150,1,92,5,success,yes,0408e5af-3aa2-473b-af56-e4a1b3fb836e
32,student,single,tertiary,no,64,no,no,cellular,30,jun,598,4,105,5,failure,yes,38634c67-71a6-45b7-b9ff-5014f189e615
52,services,married,secondary,no,-888,no,no,cellular,16,jul,135,1,-1,0,unknown,no,c7bbd329-7a59-49f5-b702-06a4d0d33657
23,blue-collar,married,secondary,no,272,no,no,cellular,14,aug,100,2,-1,0,unknown,yes,611e86b4-341d-4b35-86a1-81f632a4ecb8
27,unknown,single,tertiary,no,6421,no,no,cellular,18,may,315,3,110,4,failure,no,b612c7c8-af00-4090-a4b2-f8b67d61bb7c
36,admin.,divorced,secondary,no,-37,yes,no,unknown,27,may,151,1,-1,0,unknown,no,3f9a8a3e-b155-4919-b7ec-7d459621ccd5
39,admin.,single,secondary,no,1965,yes,no,cellular,8,may,247,1,-1,0,unknown,no,b0a22b91-a9a3-446d-bd67-1323727b6f6d
37,technician,married,secondary,no,1450,yes,yes,unknown,21,may,112,1,-1,0,unknown,no,9958d4c2-a4fd-4fac-828e-16df65f5c10a
53,self-employed,single,secondary,no,186,no,no,cellular,21,nov,92,2,-1,0,unknown,no,78b74f8f-de1f-4ce3-89bd-a888be369308
37,management,single,unknown,no,715,yes,no,unknown,20,may,247,2,-1,0,unknown,no,2d647e42-3235-473e-8d44-553a953ff912
42,blue-collar,married,primary,no,142,yes,no,cellular,14,may,11,5,-1,0,unknown,no,f67dc3de-28db-4acc-a938-237644a1d348
42,technician,single,secondary,no,823,yes,no,cellular,28,jan,137,1,-1,0,unknown,no,c6253938-ad03-41e1-a822-2dde20fb93a8
36,admin.,married,secondary,no,606,yes,no,cellular,2,feb,102,2,-1,0,unknown,no,cec0fe66-429a-4d73-9b70-49830c66f23d
39,technician,married,secondary,no,2266,no,no,cellular,18,feb,208,4,-1,0,unknown,yes,02e619bb-5903-4133-b0b0-c5baa837a829
43,blue-collar,single,secondary,no,615,no,no,cellular,14,jul,97,4,-1,0,unknown,no,dfc7cae4-4c7b-446d-aac7-a4e053a41288
35,technician,single,tertiary,no,670,yes,no,unknown,9,may,106,1,-1,0,unknown,no,8f59d0c8-2608-4538-ab21-941cced4449e
62,retired,married,secondary,no,2801,yes,yes,cellular,9,sep,261,1,183,1,success,yes,80cc6c19-130b-4dd6-8d78-a3aae953ab1d
31,management,married,tertiary,no,140,no,no,cellular,6,feb,9,8,212,4,other,no,71dbbe83-d634-4e10-862e-68c02a10f489
43,entrepreneur,married,tertiary,yes,0,no,yes,telephone,29,jul,184,4,-1,0,unknown,no,3b668422-739b-4b9b-b743-277f8ffb2722
26,technician,single,secondary,no,237,yes,no,cellular,4,may,1091,3,-1,0,unknown,yes,5611f928-edfa-4add-b8a1-6bb95709f7f9
33,technician,married,secondary,no,1026,no,no,cellular,4,aug,87,1,1,5,failure,no,cc75eab4-0d5f-4c39-b59a-bcd0df831599
39,self-employed,married,tertiary,no,-3058,yes,yes,cellular,17,apr,882,3,-1,0,unknown,yes,3712ae2b-f00c-4fa0-93ca-47e457fdf9ed
36,admin.,single,secondary,no,206,yes,no,unknown,8,may,183,1,-1,0,unknown,no,069af353-e930-4b0d-99d0-badd5876f6b1
46,self-employed,single,secondary,no,2899,no,no,unknown,6,jun,40,1,-1,0,unknown,no,4fcacf10-5474-4c71-b6d7-3fc01c592137
39,technician,single,secondary,no,4646,yes,no,cellular,18,nov,486,1,-1,0,unknown,yes,bae642ec-7fea-4835-adf4-0ecc93235b6f
41,blue-collar,married,secondary,no,424,yes,no,cellular,7,may,83,5,-1,0,unknown,no,14c2a34a-8db2-400c-a90a-09ff77c41500
52,admin.,divorced,secondary,no,1256,yes,no,cellular,1,apr,498,3,-1,0,unknown,no,42590536-b532-43e5-8277-36e183d1622a
30,management,married,tertiary,no,419,yes,no,cellular,4,jun,194,1,-1,0,unknown,yes,4ffa8f73-1696-49ac-b8c1-206f411ef0c7
31,management,single,tertiary,no,-160,yes,no,unknown,28,may,202,2,-1,0,unknown,no,1b44f034-e968-4cd7-b515-ff268e75849f
59,management,single,tertiary,no,623,yes,no,cellular,7,jul,212,4,-1,0,unknown,no,51176057-0032-41c0-853b-bc3a30ad58d0
28,blue-collar,single,secondary,no,1348,yes,no,cellular,6,aug,221,2,-1,0,unknown,yes,cafe5877-835b-4839-bd00-2ab29cab56a4
29,admin.,single,secondary,no,464,no,no,cellular,9,nov,208,2,91,3,success,yes,ee34ca1a-2e45-4cb7-95ab-0c6e2c690eba
51,services,married,secondary,no,753,yes,no,cellular,7,may,541,2,-1,0,unknown,no,0c68f311-4b5a-4ae8-903c-2ef3d7a53003
58,retired,married,secondary,no,255,no,no,unknown,28,may,362,3,-1,0,unknown,no,297e7940-bb6d-4e6b-b85c-04d046d78a2c
46,services,married,secondary,no,1034,no,no,cellular,8,aug,109,2,-1,0,unknown,no,0099afa6-63ed-48e7-813d-83f43c6568f6
35,management,married,secondary,no,1825,yes,no,unknown,2,jun,42,1,-1,0,unknown,no,f805ccd7-f498-438e-96d3-a96950d90992
80,retired,married,secondary,no,2,no,no,telephone,15,oct,442,1,-1,0,unknown,no,c8d37b99-821b-4657-b5a6-1b6f954c5d68
55,retired,divorced,secondary,no,-268,no,yes,cellular,24,jul,1417,1,-1,0,unknown,yes,6c2129e6-cae9-4176-8321-0219e9035d8f
32,management,single,tertiary,no,0,no,no,cellular,19,aug,178,1,-1,0,unknown,no,6e9a8d81-6aeb-4eb8-8e2c-9a66a2bd11cb
51,services,married,primary,no,636,yes,yes,telephone,18,may,36,6,-1,0,unknown,no,978b01d4-a648-4a62-b50d-0d2a8ff81b6e
63,retired,married,secondary,no,1612,no,no,telephone,17,feb,233,2,-1,0,unknown,yes,1c23ed60-668f-427f-afa3-65848071e38d
47,management,married,tertiary,no,5999,yes,no,cellular,7,aug,90,2,-1,0,unknown,no,92071945-d828-4560-b688-cb4d678ac60e
24,student,single,secondary,no,597,yes,no,cellular,20,apr,943,3,-1,0,unknown,yes,6baa5ebe-6c5c-445a-8e6b-79a0d38c880e
56,admin.,single,secondary,no,2815,yes,no,cellular,11,sep,212,1,-1,0,unknown,yes,adc023a7-80ce-4adf-a386-b77a07b386a6
28,technician,single,tertiary,no,-214,yes,no,cellular,29,jan,228,2,262,3,failure,no,986feb62-d77f-4f8c-abd1-35f00d7e9b7f
35,blue-collar,single,unknown,no,484,no,no,cellular,12,apr,143,2,186,1,failure,no,1ab62446-1a31-44ee-a158-230a2a2393ca
44,technician,married,tertiary,no,1818,yes,yes,cellular,3,feb,508,1,92,4,failure,yes,1cdc7838-7e63-4eb3-ae05-8c061eacc3c2
29,admin.,married,secondary,no,5605,yes,no,unknown,28,may,117,2,-1,0,unknown,no,c71f83ad-1ea6-4c8b-85d3-ab6208468798
33,blue-collar,married,secondary,no,1233,yes,no,cellular,14,may,141,1,-1,0,unknown,no,48f92794-4243-4d17-bd98-ee4750eb5357
58,management,married,tertiary,no,9339,yes,no,telephone,18,nov,52,3,172,3,other,no,0054d1ac-2806-44c9-83f8-6948aeb5d2a2
33,blue-collar,married,secondary,no,379,yes,yes,cellular,16,jun,263,2,-1,0,unknown,yes,9ebef6f8-27d7-4f29-ab21-030cb3c0041b
31,technician,married,tertiary,no,2166,no,no,cellular,13,jul,577,6,182,2,success,yes,3b84f56a-3a4c-40c9-b48b-9d388e16527b
55,unknown,married,unknown,no,666,no,no,unknown,15,may,73,5,-1,0,unknown,no,685d01ae-4705-418d-8225-3fda5f8a7adc
28,technician,single,secondary,no,10865,yes,no,unknown,27,may,350,3,-1,0,unknown,no,b88f3017-0599-4b93-bb29-b75645d92650
60,self-employed,married,secondary,no,0,no,no,unknown,6,jun,97,1,-1,0,unknown,no,4ee49dcb-22a5-4518-87cd-2124edfff0bf
52,services,married,secondary,no,961,no,yes,cellular,18,feb,222,1,553,4,failure,yes,3b7331ce-c242-4cd0-b228-a57235e6ee6c
27,technician,married,secondary,no,2183,yes,yes,unknown,21,may,857,1,-1,0,unknown,yes,24a97732-b075-47dd-9ac9-d474d8f21c44
54,management,divorced,secondary,no,300,yes,no,cellular,20,nov,562,2,-1,0,unknown,yes,04a6d5b1-b2fc-4972-a72e-322728844551
25,student,single,secondary,no,1957,no,no,cellular,24,jun,1207,4,385,1,failure,yes,ddb36e78-200a-4f2f-a72f-0aaf28321ce8
41,housemaid,married,secondary,no,1638,yes,no,cellular,23,jul,327,1,-1,0,unknown,no,953e7644-c631-4c97-95e2-963bb82ed46e
55,services,married,secondary,no,2476,yes,no,unknown,5,may,579,1,-1,0,unknown,yes,cc330f56-1d71-4655-84df-ecadfc28fda0
30,self-employed,single,tertiary,no,916,no,no,cellular,29,mar,92,2,90,2,success,yes,16364e3e-ad24-43bd-a3a5-0fd0d85add13
43,entrepreneur,married,secondary,no,3766,no,no,cellular,18,nov,84,4,-1,0,unknown,no,44dfdc80-8a6c-47b0-98a7-f4a7de365ee7
57,management,divorced,tertiary,no,160,no,no,cellular,13,aug,303,2,-1,0,unknown,no,18cf4b08-17b2-4068-9a50-06fcf5c6ddea
42,management,married,unknown,no,1519,no,no,cellular,19,oct,230,1,92,1,success,yes,5cd336e4-5742-4a86-8cfd-1fd7e9c07f08
52,technician,married,tertiary,no,2557,no,no,cellular,8,jul,340,1,156,1,other,yes,4f8aaff0-d483-47f5-ad6e-0de09b0d0b44
56,entrepreneur,married,tertiary,no,16125,no,no,telephone,21,nov,167,1,-1,0,unknown,no,9b30eb83-094a-4047-a78e-31e1217b04ea
47,technician,married,secondary,no,0,yes,no,cellular,8,jul,297,1,-1,0,unknown,no,33dfd28a-8db7-41a3-9563-96bcd8354c50
28,services,single,secondary,no,340,yes,no,cellular,24,jul,821,2,-1,0,unknown,yes,be2dc779-98f5-42bf-83d7-e23a93a17a45
34,self-employed,married,tertiary,no,-236,yes,no,cellular,7,jul,118,4,-1,0,unknown,no,01da8a8c-efcd-4822-9df9-cc93d6cf2709
29,housemaid,single,tertiary,no,2196,no,no,cellular,5,aug,215,1,-1,0,unknown,yes,63083b52-7e22-4e7b-bb14-3535cc0da751
64,management,married,unknown,no,2352,no,no,cellular,4,may,153,2,182,11,success,yes,ed392640-3513-4951-aecf-056c8d680cae
59,unemployed,married,secondary,no,309,no,no,cellular,28,jan,300,1,-1,0,unknown,no,dfe68409-114a-4080-a050-c72c67ce1cc7
39,management,single,tertiary,no,5073,yes,no,cellular,12,may,1182,1,286,4,failure,yes,c61dbac7-8414-429f-83d9-bd963120a665
46,entrepreneur,married,secondary,no,0,no,yes,cellular,18,jul,115,1,-1,0,unknown,no,6f0c4d47-976c-4175-b0ba-6989b465e784
36,admin.,single,secondary,no,1414,yes,no,cellular,16,apr,244,1,-1,0,unknown,no,6b4fcd28-380a-49fc-bea7-ef57b64dd3a5
30,unemployed,married,tertiary,no,0,yes,no,cellular,18,nov,756,1,-1,0,unknown,no,96925083-555b-4663-a7b5-edf6059022ff
56,services,single,secondary,no,-40,yes,no,cellular,15,may,311,1,368,2,failure,yes,7394324a-b4f3-464c-b2c4-99fb719903af
43,management,married,tertiary,no,28,yes,no,cellular,20,nov,73,1,-1,0,unknown,no,efe656ec-e64f-4c37-86f1-4ea014674ac7
30,technician,married,secondary,no,398,yes,no,cellular,17,apr,132,2,238,2,failure,no,9a526749-f399-4b12-bd21-685029a32f67
42,technician,single,secondary,no,541,yes,no,cellular,5,feb,656,1,-1,0,unknown,yes,14f391c5-d7ed-40b4-a296-96ba89713f5b
26,management,single,tertiary,no,45,no,no,cellular,10,jul,1187,3,-1,0,unknown,yes,f966f7a6-f32d-493d-8433-e7b8d2e5a958
32,blue-collar,married,secondary,no,491,yes,no,unknown,8,may,223,2,-1,0,unknown,no,84e747a0-bac1-4a30-9c12-1aae169d3e86
53,management,married,tertiary,no,3754,no,no,cellular,22,apr,307,1,278,2,failure,yes,5c402d11-1d86-4135-b848-5989a5c2fb64
22,student,single,secondary,no,3982,no,no,cellular,20,apr,206,1,-1,0,unknown,yes,ae4dcb10-aa2a-42e2-9391-6f2c53565cf8
52,services,married,secondary,no,0,yes,no,unknown,20,may,363,5,-1,0,unknown,no,fd57ac1c-b2ca-4bb6-82dd-3765c869edb1
62,retired,divorced,tertiary,no,0,no,no,cellular,13,nov,227,2,-1,0,unknown,yes,ea752a26-6e0c-41d2-8828-2257e118a69d
30,technician,single,secondary,no,254,yes,yes,cellular,24,jun,167,3,416,2,unknown,no,a270901a-8210-413b-92c3-ee0a15021df9
29,services,married,secondary,no,10,yes,no,cellular,14,jul,246,2,-1,0,unknown,no,22be11cc-37ad-478f-a19e-5c514d77484a
37,management,single,tertiary,no,1027,yes,no,cellular,2,mar,313,1,152,2,success,yes,a4275504-b94f-4269-9992-921859acc778
42,technician,married,secondary,no,994,yes,no,cellular,12,nov,227,3,93,6,success,yes,a3a4d48a-138d-4a39-b22b-2c6875102d62
33,blue-collar,single,secondary,no,329,no,no,cellular,6,sep,224,1,145,2,other,yes,4b4953c2-7204-49e3-8a94-7ce9d0b2375d
26,management,single,tertiary,no,170,no,no,cellular,15,jun,129,1,-1,0,unknown,yes,278db360-a360-4aaa-80f2-aff1f28face0
40,blue-collar,married,secondary,no,5060,no,no,cellular,10,feb,154,2,93,1,success,yes,c6a91c15-442b-4bcb-b1a9-4562c96f220b
44,admin.,divorced,secondary,no,397,yes,yes,cellular,16,feb,127,1,257,1,other,yes,3b1290dc-78c4-4509-b1c0-e722c2e8a1ab
40,unemployed,single,secondary,no,6,no,no,unknown,9,jun,134,3,-1,0,unknown,no,7c094703-f40a-47b1-9189-f501e5135acf
35,services,married,secondary,no,5,no,no,cellular,30,jul,153,2,-1,0,unknown,no,cef36be9-36e1-4488-a1bc-671fe5bcb5d7
45,blue-collar,divorced,primary,no,-69,yes,no,cellular,13,may,118,2,-1,0,unknown,no,b36bb4e7-a99b-47d7-bb9e-ed7c5e4d304d
78,retired,divorced,secondary,no,3417,no,no,cellular,12,may,309,1,181,1,success,yes,b2d310a8-707e-4c73-91e9-eb1fee5e6aa5
32,blue-collar,single,secondary,no,2093,no,no,cellular,24,sep,224,2,444,1,failure,yes,e85935bb-a868-46b5-b861-6b488d9554aa
34,blue-collar,married,secondary,no,243,yes,no,cellular,18,may,507,1,-1,0,unknown,yes,9bd20011-775a-4334-9320-0682c93479ba
23,student,single,tertiary,no,0,no,no,cellular,10,aug,213,1,-1,0,unknown,yes,5b3307bb-3841-4d19-8ed0-8a74479d873e
72,retired,married,secondary,no,1533,no,no,cellular,16,dec,546,2,-1,0,unknown,yes,7cffd653-437c-4f3c-9d76-7bfdfc662d1f
32,technician,single,tertiary,no,-770,yes,no,cellular,18,may,618,1,-1,0,unknown,yes,3296cc7c-cd19-4110-89de-2bdc622d199b
28,services,single,unknown,no,-70,yes,yes,unknown,21,may,244,1,-1,0,unknown,no,370336cb-125c-446e-9ae7-303144284492
64,retired,married,tertiary,no,1644,no,no,telephone,5,mar,341,4,179,4,success,yes,4c5e315b-081f-4616-b674-95fb2f010ea8
52,housemaid,married,tertiary,no,51,no,no,unknown,3,jul,88,1,-1,0,unknown,no,0ffb850b-d844-4b5d-a3d4-afc318770a18
58,blue-collar,married,primary,no,309,no,no,cellular,19,aug,156,2,-1,0,unknown,no,e17b953d-4597-40f5-b0e8-5102d50b40cf
36,blue-collar,divorced,primary,no,-308,yes,no,cellular,12,may,725,1,-1,0,unknown,yes,0ad9397a-20d2-43f5-a7ee-b0b4afe35012
20,student,single,unknown,no,2785,no,no,cellular,16,sep,327,2,-1,0,unknown,yes,b463b2ed-dc2f-400d-b2be-549da05801fd
32,blue-collar,married,secondary,no,0,yes,yes,cellular,28,jan,117,2,-1,0,unknown,no,fd1f69a6-bd78-47ac-806d-87dbd1ef13fc
26,technician,single,secondary,no,174,yes,no,unknown,30,may,67,2,-1,0,unknown,no,f0b593d9-e0ed-4b73-8785-eab95e6e504d
23,blue-collar,married,secondary,no,-295,yes,no,cellular,15,may,411,1,323,2,failure,no,99406738-d893-4d5d-9399-33968571fe1e
52,technician,married,secondary,no,2001,yes,no,unknown,27,may,95,4,-1,0,unknown,no,495a38c2-6dee-43be-b3c7-1d0b6ec847d1
40,services,married,secondary,no,1836,yes,no,cellular,12,may,750,2,-1,0,unknown,yes,72a08ecc-affd-4d7b-8e0b-0ef4e1f09161
38,management,married,tertiary,no,165,yes,no,cellular,17,apr,526,1,260,2,other,yes,cafbabd0-0d02-45ac-a1dd-4c762b980ce3
32,technician,single,tertiary,no,654,yes,no,cellular,25,may,615,4,-1,0,unknown,yes,ddcbf8f9-821e-4e5c-8cf5-1a6c86b77fac
36,admin.,married,secondary,no,1031,no,no,cellular,17,jun,282,4,-1,0,unknown,yes,8f5d15d8-6bd0-4885-83bb-ca51a94c34f6
25,self-employed,single,tertiary,no,42,yes,no,cellular,3,mar,320,1,-1,0,unknown,yes,17e7e5c4-bb74-44df-9806-6b14940bb6f9
37,technician,married,secondary,no,1458,no,no,cellular,22,mar,344,1,326,1,success,no,7c88f7dd-06dc-4aa2-b789-844db539c011
33,services,divorced,secondary,no,44,no,yes,cellular,23,jul,529,1,-1,0,unknown,yes,0d2df1be-c1a8-408c-b339-1139ad0528cb
29,management,single,tertiary,no,268,no,no,cellular,16,apr,667,1,-1,0,unknown,yes,3f4e15b8-26d6-487e-84aa-1cd03c6cb4ae
48,management,single,tertiary,no,906,yes,no,telephone,29,jul,289,9,-1,0,unknown,no,631dadbb-132e-4186-8481-f2e4d0236af3
52,retired,married,unknown,no,293,no,no,unknown,11,jun,706,1,-1,0,unknown,yes,c54b3029-8582-4499-a546-0c20768b1c5a
50,management,married,tertiary,no,3327,no,no,cellular,25,aug,74,7,-1,0,unknown,no,35e279e4-15a2-4da2-b072-096a9605039c
53,services,divorced,primary,no,-291,yes,yes,unknown,7,may,591,1,-1,0,unknown,yes,1a5b7c62-5c56-4867-8b9d-1692b92215f8
47,blue-collar,married,primary,no,0,no,no,cellular,21,aug,494,4,-1,0,unknown,no,e9a80a73-0292-4d14-b0fa-8d6002a40091
27,technician,married,secondary,no,-392,yes,no,cellular,23,jul,228,2,-1,0,unknown,yes,5d51aa6f-6de1-474f-9fd9-922589a0ad33
31,management,married,tertiary,no,537,yes,no,cellular,18,aug,216,1,-1,0,unknown,yes,eabf9c4d-118d-45b1-9787-78fe95ef6e5f
52,blue-collar,married,primary,no,2569,no,no,cellular,11,aug,258,5,-1,0,unknown,no,590d3217-9576-486a-a998-346ac4d0f55c
50,blue-collar,divorced,primary,no,31,yes,no,unknown,9,may,237,3,-1,0,unknown,no,bb9589e9-44fd-4f61-a9ef-9e9597836c00
29,technician,single,secondary,no,316,yes,yes,unknown,27,may,211,1,-1,0,unknown,no,f1f590b1-8bae-451f-9b40-03209e723e98
42,services,single,secondary,yes,58,no,no,cellular,3,feb,428,1,-1,0,unknown,no,f6cab883-4862-4fd8-bee9-5867ca18e1eb
57,unemployed,divorced,secondary,no,3,no,no,cellular,20,nov,77,3,-1,0,unknown,no,771696b0-b94e-4039-bb1a-cce8d7aa3495
55,unemployed,divorced,secondary,no,309,no,no,cellular,20,apr,167,1,181,3,success,yes,23ba5473-875d-46e5-9c56-59572a2b1c9f
45,blue-collar,married,secondary,no,9680,no,no,cellular,7,aug,89,4,-1,0,unknown,no,f8a0f2cd-0a8e-4278-99de-5339c5621099
59,blue-collar,married,secondary,no,16869,no,no,cellular,19,nov,107,1,-1,0,unknown,no,cf6e0d22-24ce-4f0c-979c-14b31c06b4ae
34,technician,married,secondary,no,-136,yes,yes,cellular,12,aug,131,2,-1,0,unknown,no,e8b184a1-1234-416b-90f9-aff9a132aa78
36,admin.,married,tertiary,no,29,no,no,cellular,12,aug,576,1,-1,0,unknown,yes,fd1be3b2-0c61-4afd-8f66-1fce92738af4
40,entrepreneur,divorced,secondary,no,2998,yes,no,cellular,18,jul,623,3,-1,0,unknown,yes,b7b4e717-4afd-45d6-a1b4-b6b8704d641f
32,technician,married,secondary,no,20,no,no,cellular,20,aug,210,2,-1,0,unknown,no,8a00d51f-1e28-4eae-9d45-0bf299dcaa11
39,technician,married,tertiary,no,0,yes,no,cellular,14,jul,894,7,-1,0,unknown,yes,dacac39f-1c02-4710-8ff6-116f8571f529
51,management,married,tertiary,no,0,no,no,unknown,7,jun,302,1,-1,0,unknown,yes,276471ac-98dd-4cb1-965d-995267759f90
50,self-employed,married,secondary,no,1878,yes,yes,cellular,20,nov,45,2,181,11,failure,no,9990830a-e888-4a01-9296-5f2fccf6863c
34,blue-collar,married,secondary,no,2595,yes,yes,cellular,17,apr,126,1,336,2,other,no,d18249c2-79da-420a-9aec-6bbc3f9f5c6b
28,blue-collar,single,secondary,no,-46,yes,no,cellular,1,sep,199,1,92,14,success,yes,33597998-643d-4401-a418-7bdf9798ffd4
46,blue-collar,married,secondary,no,2297,no,no,telephone,31,jul,16,4,-1,0,unknown,no,93b4ddd6-b5f5-43ba-bea2-1d4bd541a91b
54,services,married,tertiary,no,0,no,no,cellular,28,aug,282,2,-1,0,unknown,no,0e1dca77-815d-4e4e-b6b1-5f1434c461b0
33,management,divorced,tertiary,no,2240,no,no,cellular,8,mar,264,2,278,1,success,yes,81e7526b-fbb5-47a3-813b-c355eca6c4ea
32,management,single,tertiary,no,0,yes,no,cellular,30,apr,370,3,-1,0,unknown,yes,b94af627-2c6f-4cef-bf9f-6dc9a1453c5b
